zip,city,median_sale_price,median_ppsf,homes_sold,periods
93927,,578915,371.3,47,4
93930,,556915,364.3,75,4
93932,,1032360,345.2,1,1
93933,,947534,523.7,146,4
93940,,1263205,706.4,156,4
93950,,1393628,1063.0,129,4
93953,,2788625,1072.9,80,4
93954,,245000,280.3,1,1
93955,,821930,693.0,121,4
93960,,673186,403.4,43,4
94002,,2289975,1274.7,155,4
94005,,1344565,804.1,23,3
94010,,3999651,1516.5,328,4
94014,,1090031,736.3,130,4
94015,,1282665,856.4,236,4
94018,,1050000,1141.3,1,1
94019,,1661240,819.2,121,4
94020,,831667,625.8,9,4
94021,,520000,409.3,4,2
94022,,5359194,1868.6,186,4
94024,,4535659,1798.3,214,4
94025,,3314960,1691.4,321,4
94027,,11421835,2158.0,85,4
94028,,4265064,1493.7,78,4
94030,,2186140,1220.3,114,4
94037,,1566273,899.2,22,4
94038,,1493700,744.1,25,4
94040,,3626000,1817.9,119,4
94041,,2389875,1533.6,40,4
94043,,2335609,1482.1,78,4
94044,,1319406,867.4,244,4
94060,,1387318,743.5,11,4
94061,,2198370,1288.5,223,4
94062,,2963163,1306.3,245,4
94063,,1434390,1074.8,77,4
94065,,2594756,1333.8,41,4
94066,,1435466,995.2,193,4
94070,,2696221,1389.7,265,4
94080,,1290978,885.3,225,4
94085,,1806562,1377.5,80,4
94086,,2522893,1468.8,121,4
94087,,2974583,1663.6,264,4
94089,,1646702,1287.9,47,4
94102,,1348542,890.4,12,3
94103,,1751688,750.5,16,4
94107,,1982262,1245.7,42,4
94108,,5475000,1067.9,5,4
94109,,1602987,1200.4,77,4
94110,,1544831,1088.7,258,4
94111,,1715000,,1,1
94112,,1247670,856.1,335,4
94114,,2613032,1424.0,188,4
94115,,3558429,1224.1,70,4
94116,,1793052,1093.2,233,4
94117,,2749887,1191.3,75,4
94118,,3276549,1279.1,113,4
94121,,2125591,1109.9,132,4
94122,,1805560,1103.0,216,4
94123,,4530739,1531.2,88,4
94124,,937632,665.8,95,4
94127,,2363191,1087.0,188,4
94131,,2057031,1182.8,223,4
94132,,1557912,981.5,91,4
94133,,2013947,1302.9,38,4
94134,,1144504,785.1,131,4
94142,,670000,446.7,1,1
94147,,3060000,1299.4,1,1
94301,,5467567,2182.8,150,4
94303,,2575253,1549.1,178,4
94305,,3179182,1160.3,11,3
94306,,3489244,1959.1,156,4
94401,,1467845,1115.7,103,4
94402,,2643433,1351.5,218,4
94403,,2103080,1233.3,224,4
94404,,2195885,1108.5,96,4
94497,,2800000,972.2,1,1
94501,,1372844,785.4,208,4
94502,,1467204,775.2,54,4
94503,,717290,360.1,69,4
94505,,799600,343.1,190,4
94506,,2372047,726.8,213,4
94507,,2554637,856.8,168,4
94508,,965438,476.7,16,4
94509,,546026,354.8,425,4
94510,,878147,448.1,184,4
94511,,931883,432.4,25,4
94513,,775192,350.8,621,4
94514,,2051500,513.1,10,3
94515,,1440549,707.4,41,4
94516,,1402500,728.2,2,1
94517,,1127710,507.8,107,4
94518,,949429,535.3,182,4
94519,,739145,540.3,169,4
94520,,649957,524.7,116,4
94521,,858160,522.6,312,4
94523,,1091801,656.4,211,4
94525,,695107,406.0,28,4
94526,,1889533,818.4,246,4
94528,,3997250,948.1,8,4
94530,,1222873,742.3,165,4
94531,,678098,303.1,376,4
94533,,546854,326.3,472,4
94534,,712912,340.5,296,4
94536,,1701939,1002.5,294,4
94538,,1449923,1017.4,194,4
94539,,2395042,1194.0,240,4
94541,,848687,603.6,201,4
94542,,1372524,593.1,103,4
94544,,906750,640.3,240,4
94545,,935008,637.7,128,4
94546,,1107668,695.0,313,4
94547,,843785,421.8,93,4
94549,,2055616,827.8,268,4
94550,,1341359,704.7,412,4
94551,,1075911,689.9,248,4
94552,,1500311,675.4,74,4
94553,,831276,510.1,352,4
94555,,1757445,1042.1,137,4
94556,,1855467,786.2,107,4
94558,,926496,545.9,438,4
94559,,936535,636.2,185,4
94560,,1415045,837.3,255,4
94561,,670395,338.6,387,4
94563,,1911534,768.8,234,4
94564,,735913,479.8,115,4
94565,,582071,372.7,442,4
94566,,1860016,817.2,305,4
94567,,605167,295.4,9,4
94568,,1573461,730.1,297,4
94569,,616000,434.0,3,3
94571,,451395,274.4,235,4
94572,,664151,433.3,53,4
94573,,1500000,608.8,1,1
94574,,1910921,926.6,76,4
94576,,1058500,417.4,2,2
94577,,873812,612.1,223,4
94578,,817992,607.4,132,4
94579,,865408,613.7,88,4
94580,,827711,637.7,164,4
94582,,2063692,738.1,182,4
94583,,1516092,749.0,236,4
94585,,534053,344.0,188,4
94586,,1658375,649.0,8,4
94587,,1383502,814.8,247,4
94588,,1531818,818.4,165,4
94589,,507802,365.5,169,4
94590,,467964,356.0,221,4
94591,,595281,345.9,434,4
94592,,725800,269.7,10,4
94595,,1548709,812.7,86,4
94596,,1682103,771.7,107,4
94597,,1337100,745.8,100,4
94598,,1560947,721.9,190,4
94599,,1499412,1046.5,17,4
94601,,577534,461.4,131,4
94602,,1100005,719.6,217,4
94603,,529179,469.9,134,4
94605,,712067,503.5,315,4
94606,,694544,476.9,68,4
94607,,687979,429.5,47,4
94608,,843148,604.8,115,4
94609,,1277099,801.0,81,4
94610,,1655366,798.5,157,4
94611,,1441337,686.3,386,4
94612,,672250,483.7,4,2
94615,,450000,853.9,1,1
94617,,1066767,567.8,30,4
94618,,1914295,922.7,129,4
94619,,955609,635.0,197,4
94621,,494676,437.8,108,4
94623,,450000,853.9,1,1
94702,,1306737,1011.7,95,4
94703,,1328278,907.4,72,4
94704,,1342216,833.2,21,4
94705,,2126099,866.4,91,4
94706,,1432747,1042.8,91,4
94707,,1724324,960.5,111,4
94708,,1620570,847.2,149,4
94709,,1737026,952.4,19,4
94710,,1156461,918.7,38,4
94801,,551670,457.8,106,4
94803,,780850,439.9,160,4
94804,,611337,514.1,196,4
94805,,712587,569.5,115,4
94806,,622696,459.3,270,4
94820,,870000,325.5,1,1
94901,,1526618,757.8,238,4
94903,,1376343,787.2,216,4
94904,,2598802,1066.3,96,4
94913,,1299800,613.1,5,4
94920,,4045441,1350.5,143,4
94922,,1871750,572.5,2,2
94923,,1452571,813.5,42,4
94924,,1908700,1335.9,10,4
94925,,2019079,1175.2,76,4
94928,,755988,441.2,246,4
94929,,1585350,723.9,10,4
94930,,1193434,763.1,83,4
94931,,884670,529.6,53,4
94933,,1074333,777.7,3,2
94937,,1515625,1030.4,16,3
94938,,963167,872.8,6,4
94939,,2972896,1315.6,48,4
94940,,2475000,1856.3,3,3
94941,,2277545,1084.0,279,4
94945,,1149053,590.2,131,4
94946,,3488250,954.3,4,3
94947,,1165250,622.3,144,4
94948,,1323000,583.8,3,3
94949,,1529000,668.5,97,4
94951,,1401892,645.1,37,4
94952,,1109845,611.7,226,4
94954,,846584,508.6,243,4
94956,,1368667,768.5,9,3
94957,,4154107,1485.6,28,4
94960,,1722972,888.9,143,4
94963,,1152125,697.5,8,3
94965,,2304467,1172.2,60,4
94970,,5709469,2729.5,16,4
94972,,775000,527.6,2,1
94973,,1085833,694.9,12,3
94974,,3036472,1119.0,53,4
95001,,1600000,682.3,2,1
95002,,1335000,741.7,1,1
95003,,1507561,815.4,237,4
95004,,973529,597.1,17,4
95005,,1005700,611.5,50,4
95006,,702435,497.8,115,4
95008,,2132190,1232.7,211,4
95010,,1633377,1177.0,53,4
95011,,2433250,1199.3,4,2
95012,,826833,465.9,6,3
95014,,3404642,1673.3,212,4
95017,,1225000,655.8,1,1
95018,,855571,630.2,63,4
95019,,730444,588.2,9,4
95020,,1164893,525.3,347,4
95023,,768541,410.9,390,4
95030,,3795000,1505.7,135,4
95032,,3066372,1388.9,164,4
95033,,1393377,678.9,114,4
95035,,1640455,993.6,201,4
95037,,1471168,660.7,372,4
95039,,1133000,718.9,5,4
95043,,800000,561.4,4,3
95045,,1157636,451.0,33,4
95046,,1752140,844.4,27,4
95050,,1833913,1295.6,138,4
95051,,2196512,1419.1,246,4
95052,,1740000,652.4,1,1
95054,,1587178,1021.7,45,4
95060,,1497027,918.7,202,4
95062,,1653834,1104.4,148,4
95065,,1369500,776.4,40,4
95066,,1401383,697.8,94,4
95067,,1381000,840.3,5,3
95070,,4336255,1578.9,208,4
95071,,6500000,1807.3,7,3
95073,,1446810,831.8,58,4
95075,,1116625,485.0,8,4
95076,,866688,575.0,237,4
95110,,1011944,893.0,54,4
95111,,1128327,780.9,136,4
95112,,1159396,809.4,149,4
95116,,1005112,761.6,94,4
95117,,1902321,1225.9,56,4
95118,,1690074,1129.2,203,4
95119,,1474032,869.5,72,4
95120,,2322145,1003.1,282,4
95121,,1319784,888.9,116,4
95122,,1008746,804.7,122,4
95123,,1504663,911.1,326,4
95124,,2057880,1220.5,368,4
95125,,2062864,1137.9,381,4
95126,,1636794,1009.5,107,4
95127,,1173623,795.7,265,4
95128,,1661006,1097.4,160,4
95129,,2836284,1656.7,155,4
95130,,2145903,1452.4,82,4
95131,,1574469,995.0,96,4
95132,,1687542,1024.5,155,4
95133,,1506779,826.7,68,4
95134,,1854750,1153.5,4,3
95135,,2346795,991.2,78,4
95136,,1546142,816.0,197,4
95138,,2870153,952.3,98,4
95139,,1392266,881.2,32,4
95140,,1200000,529.6,1,1
95148,,1592807,895.4,187,4
95154,,1500000,1201.9,1,1
95155,,1837500,1099.7,2,2
95202,,360333,181.9,9,4
95203,,368747,280.7,95,4
95204,,393108,294.9,287,4
95205,,340906,292.8,171,4
95206,,424171,277.6,269,4
95207,,432150,282.6,233,4
95209,,483152,259.1,250,4
95210,,399792,281.8,144,4
95212,,558058,288.2,228,4
95215,,485222,336.3,166,4
95219,,543684,277.3,188,4
95220,,822365,407.5,37,4
95230,,565000,356.7,1,1
95231,,635375,407.2,8,4
95236,,724429,353.1,14,4
95237,,564250,351.2,20,4
95240,,490655,338.3,262,4
95242,,612343,315.6,319,4
95253,,405000,392.4,1,1
95258,,652435,316.7,23,4
95269,,378000,206.9,1,1
95301,,445315,270.5,241,4
95304,,905952,336.9,63,4
95307,,437392,296.0,157,4
95310,,467955,244.5,11,4
95313,,521250,510.4,2,1
95315,,413500,306.0,30,4
95316,,518472,343.2,54,4
95320,,569448,340.8,67,4
95321,,361418,205.3,110,4
95322,,395171,286.9,41,4
95323,,508333,327.5,9,3
95324,,517657,318.8,38,4
95326,,534637,291.2,95,4
95327,,429896,279.0,48,4
95328,,533239,255.6,23,4
95329,,375924,238.2,33,4
95330,,695424,298.6,394,4
95333,,293333,279.0,6,3
95334,,427875,274.0,40,4
95335,,323723,257.0,47,4
95336,,533414,320.2,345,4
95337,,645757,292.2,436,4
95340,,391433,246.7,312,4
95341,,397782,253.6,261,4
95346,,354205,246.3,39,4
95348,,427392,248.5,331,4
95350,,438851,307.2,375,4
95351,,391359,318.4,167,4
95354,,404950,316.8,199,4
95355,,479080,291.8,413,4
95356,,566347,295.4,225,4
95357,,501570,291.3,93,4
95358,,435219,308.4,114,4
95360,,422106,284.6,87,4
95361,,551345,312.9,322,4
95363,,492481,241.3,218,4
95364,,489305,365.8,33,4
95365,,263750,268.7,4,2
95366,,701653,347.5,121,4
95367,,521968,300.0,221,4
95368,,485928,312.3,83,4
95369,,515000,303.8,1,1
95370,,410019,251.3,294,4
95372,,421895,236.5,31,4
95374,,772500,322.6,3,3
95375,,378143,313.5,14,4
95376,,591846,370.2,318,4
95377,,737795,332.0,266,4
95379,,333061,222.1,33,4
95380,,447930,324.7,206,4
95382,,524051,296.9,296,4
95383,,417045,262.8,101,4
95385,,738500,311.9,2,2
95386,,441905,287.0,74,4
95388,,364000,275.6,53,4
95391,,894334,366.1,133,4
95401,,671302,495.9,179,4
95403,,764968,458.0,282,4
95404,,1001947,506.5,321,4
95405,,750380,489.0,171,4
95407,,663622,429.5,147,4
95409,,772820,453.1,367,4
95410,,770797,460.6,6,3
95412,,400000,297.6,1,1
95415,,752000,359.0,3,2
95419,,660000,374.1,1,1
95420,,615000,503.3,2,1
95421,,546452,520.5,31,4
95422,,258112,201.0,116,4
95423,,244762,186.8,63,4
95424,,247500,224.0,2,2
95425,,622644,394.2,87,4
95426,,302500,235.3,2,1
95427,,895000,352.4,5,3
95428,,305000,297.3,5,3
95429,,532000,295.6,1,1
95430,,546000,513.4,3,2
95432,,1134500,431.1,2,1
95433,,715000,531.2,1,1
95436,,644697,507.4,66,4
95437,,575491,412.2,112,4
95439,,1320667,722.6,6,3
95441,,1121333,685.8,15,4
95442,,1418222,728.3,36,4
95443,,370000,198.8,3,3
95444,,975000,630.2,2,2
95445,,759483,540.2,29,4
95446,,540456,491.3,103,4
95448,,1166560,694.8,168,4
95449,,761429,332.9,7,3
95450,,960900,735.5,10,3
95451,,375842,222.6,133,4
95452,,1841429,765.5,28,4
95453,,401730,240.0,115,4
95454,,315420,221.6,25,4
95456,,875000,677.8,1,1
95457,,389600,265.5,15,4
95458,,270419,216.5,31,4
95459,,633333,443.8,9,3
95460,,1050971,497.4,34,4
95461,,429757,255.8,37,4
95462,,552632,498.5,19,4
95463,,693500,356.6,2,2
95464,,223960,168.6,25,4
95465,,1169130,597.0,23,4
95466,,1065000,543.9,3,3
95467,,371348,207.6,102,4
95468,,707500,344.1,2,2
95469,,471950,296.5,10,4
95470,,660975,349.9,20,4
95471,,485667,510.8,6,3
95472,,1223697,665.7,211,4
95476,,1110382,644.5,356,4
95480,,1700229,864.1,24,4
95482,,490075,334.5,173,4
95485,,427111,270.4,18,4
95486,,536333,649.1,3,3
95488,,590000,476.6,3,1
95490,,338057,227.0,122,4
95492,,847668,465.8,196,4
95493,,615000,153.8,1,1
95494,,320000,146.7,1,1
95497,,1464438,719.0,16,4
95501,,387190,288.6,158,4
95503,,428135,298.2,249,4
95511,,86250,53.1,4,2
95514,,135000,63.4,2,1
95519,,456852,319.9,182,4
95521,,445642,357.4,116,4
95524,,706550,407.7,20,4
95525,,433306,321.0,18,4
95526,,242000,186.1,12,4
95528,,372533,320.1,15,4
95531,,375540,243.8,161,4
95536,,588273,298.3,22,4
95537,,350000,214.6,1,1
95540,,410161,278.0,155,4
95542,,289600,206.2,40,4
95543,,592228,358.7,2,1
95546,,210833,148.6,6,3
95547,,554333,310.6,9,3
95548,,262250,163.4,4,4
95549,,556833,307.6,6,3
95550,,1550000,727.9,2,2
95551,,382000,275.6,8,3
95554,,173571,166.1,7,3
95555,,167500,185.0,2,2
95558,,265000,147.9,1,1
95560,,251350,171.3,20,4
95562,,317472,261.7,36,4
95564,,363091,305.2,11,4
95565,,283567,216.2,6,4
95567,,741000,285.2,9,4
95569,,391000,286.9,1,1
95570,,889773,483.4,22,4
95571,,202500,131.2,3,3
95573,,255844,200.8,32,4
95587,,490000,424.2,1,1
95589,,433782,274.6,30,4
95602,,723281,338.7,233,4
95603,,653754,347.6,254,4
95605,,428029,321.4,69,4
95606,,617500,329.9,2,2
95607,,705000,449.6,1,1
95608,,579931,351.5,504,4
95609,,707000,414.2,1,1
95610,,521413,327.8,276,4
95612,,929600,353.2,10,4
95614,,559237,277.2,59,4
95615,,606143,342.4,7,4
95616,,903946,495.2,205,4
95618,,813739,477.5,157,4
95619,,482357,329.1,35,4
95620,,592558,326.5,260,4
95621,,472175,341.5,320,4
95623,,560738,325.9,42,4
95624,,632123,317.4,408,4
95626,,577349,356.4,43,4
95627,,578000,385.4,15,4
95628,,642719,336.7,434,4
95630,,773494,377.9,745,4
95631,,488197,273.3,76,4
95632,,551200,312.6,260,4
95633,,473667,278.3,36,4
95634,,431667,268.2,24,4
95635,,487321,282.5,14,4
95636,,311227,233.0,11,4
95637,,842500,510.8,2,1
95638,,850444,357.0,9,4
95639,,507000,473.1,2,2
95641,,428920,259.1,25,4
95645,,353500,313.1,4,3
95646,,1642500,508.1,2,2
95648,,627814,342.0,994,4
95650,,888592,455.1,142,4
95651,,1021250,335.9,4,2
95655,,560788,281.9,26,4
95656,,255000,235.2,1,1
95658,,1178214,446.5,63,4
95659,,850000,143.6,1,1
95660,,392729,337.0,221,4
95661,,712093,353.9,258,4
95662,,558867,373.5,263,4
95663,,1077619,462.7,21,4
95664,,656562,301.8,16,4
95667,,553204,312.2,394,4
95668,,856750,528.7,4,3
95670,,503053,330.3,394,4
95672,,865442,340.0,52,4
95673,,447782,353.5,101,4
95674,,945000,446.2,4,2
95676,,385000,266.4,1,1
95677,,666483,347.9,233,4
95678,,576569,344.4,290,4
95681,,378571,302.2,7,4
95682,,705872,334.1,304,4
95683,,734543,311.7,116,4
95684,,504448,289.0,29,4
95686,,433000,323.8,2,2
95687,,614943,342.1,639,4
95688,,670808,365.2,313,4
95690,,450214,315.0,14,4
95691,,575382,315.0,259,4
95692,,484466,287.5,58,4
95693,,925283,427.1,53,4
95694,,658524,338.5,63,4
95695,,517479,340.1,238,4
95701,,457400,273.0,10,3
95703,,552762,294.8,21,4
95709,,518543,289.0,65,4
95713,,524888,282.4,112,4
95714,,350000,300.6,4,1
95715,,479000,325.6,3,3
95717,,550000,270.7,1,1
95720,,454714,386.9,7,3
95721,,407333,606.8,6,2
95722,,732000,362.5,74,4
95724,,911033,609.7,30,4
95726,,388248,250.1,141,4
95728,,911033,609.7,30,4
95735,,314444,301.8,9,2
95742,,597239,277.1,449,4
95746,,1249278,415.8,277,4
95747,,644094,318.1,1369,4
95757,,686817,305.0,546,4
95758,,577818,330.1,384,4
95759,,545000,332.3,1,1
95762,,937466,355.9,661,4
95765,,726803,329.7,413,4
95776,,616256,309.3,211,4
95811,,767333,414.2,24,4
95814,,777650,402.5,10,4
95815,,346118,335.5,127,4
95816,,724032,500.4,93,4
95817,,506512,427.2,122,4
95818,,745809,510.7,233,4
95819,,765506,561.9,168,4
95820,,404961,366.5,310,4
95821,,529221,331.9,238,4
95822,,443640,355.0,293,4
95823,,436026,310.6,382,4
95824,,372504,333.5,124,4
95825,,501608,335.1,111,4
95826,,484896,347.5,240,4
95827,,469195,326.9,123,4
95828,,457188,303.0,319,4
95829,,598742,302.7,329,4
95830,,928000,448.3,4,3
95831,,655201,353.9,234,4
95832,,477283,294.0,89,4
95833,,470018,324.1,218,4
95834,,498078,301.2,256,4
95835,,564584,286.7,379,4
95837,,1072000,359.5,5,3
95838,,388238,320.2,271,4
95841,,465605,317.5,81,4
95842,,433211,341.7,204,4
95843,,508499,305.9,337,4
95864,,834320,408.6,261,4
95901,,415288,271.4,291,4
95914,,337590,242.9,4,3
95916,,169167,153.3,6,4
95917,,310100,273.8,30,4
95918,,507138,281.5,29,4
95919,,292867,176.4,15,4
95925,,242000,219.5,3,3
95926,,460028,295.7,248,4
95928,,481513,307.4,261,4
95930,,189333,156.2,3,3
95935,,368111,238.5,9,3
95937,,501875,245.6,4,3
95938,,494615,308.6,26,4
95941,,468400,177.1,3,2
95942,,332833,210.8,18,4
95945,,531399,326.6,277,4
95946,,506306,273.3,186,4
95948,,376000,256.2,68,4
95949,,542120,280.9,276,4
95953,,403658,258.5,55,4
95954,,279029,184.0,102,4
95957,,321250,303.9,4,3
95959,,609719,321.3,231,4
95961,,475392,260.7,370,4
95962,,405929,218.4,14,4
95965,,302957,227.2,128,4
95966,,340532,214.4,265,4
95968,,366200,214.6,5,3
95969,,403918,276.7,316,4
95972,,452500,181.1,4,4
95973,,496695,306.2,318,4
95974,,350000,263.6,1,1
95975,,629941,271.3,17,4
95976,,431875,264.7,4,3
95977,,600333,298.2,6,3
95982,,463909,319.3,33,4
95986,,665000,434.1,1,1
95991,,404084,259.4,215,4
95993,,498557,263.0,264,4
96001,,399480,250.0,435,4
96002,,410910,246.8,424,4
96003,,390178,249.1,443,4
96006,,217583,167.3,6,3
96007,,346034,254.6,238,4
96008,,372909,215.2,22,4
96009,,131429,118.3,7,3
96013,,211936,177.2,39,4
96016,,299000,196.8,5,4
96019,,315338,250.5,136,4
96021,,323165,223.4,79,4
96022,,375179,239.2,195,4
96028,,337350,201.0,20,4
96029,,780000,646.1,2,2
96033,,175000,226.4,1,1
96035,,272400,223.5,20,4
96040,,901800,672.5,5,4
96047,,385875,218.8,8,3
96051,,415395,211.2,19,4
96055,,374253,236.3,36,4
96056,,254988,183.1,16,3
96059,,317636,182.3,11,3
96061,,182500,165.0,2,1
96062,,593231,289.6,13,3
96063,,346667,218.0,9,4
96065,,315000,127.9,3,1
96069,,319235,202.5,17,4
96071,,268929,202.2,7,2
96073,,589342,271.7,60,4
96074,,170000,147.6,1,1
96076,,228500,207.3,2,2
96080,,337861,232.1,231,4
96084,,135000,97.0,1,1
96087,,217500,195.4,2,2
96088,,326534,205.9,103,4
96089,,376500,215.1,2,2
96090,,298400,265.4,5,2
96092,,380000,193.3,1,1
96096,,282300,202.9,5,4
96109,,184957,152.4,7,3
96114,,332339,186.7,28,4
96117,,172450,131.2,2,2
96123,,118000,102.1,2,1
96128,,410000,187.9,4,2
96130,,231933,175.9,193,4
96132,,95500,111.8,2,2
96140,,990048,628.2,52,4
96141,,1648043,862.1,23,4
96142,,1019660,670.1,78,4
96143,,1023444,672.2,45,4
96145,,1442308,810.7,91,4
96146,,1473256,711.0,43,4
96148,,1050595,607.8,42,4
96150,,693858,467.6,485,4
96155,,387000,284.4,4,2
96161,,1264263,613.0,533,4
96162,,1525000,672.1,1,1
